productName,productPrice,productLink,productImage,shopName,shopLocation,reviewStars
Samsung A12 6/128 RAM 6GB Internal 128GB Garansi Resmi SEIN,2334000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,SFONE OMNI STORE,Jakarta Selatan,5
Nokia Feature Phone N-150 New 2020 Dual Sim Garansi Resmi,425000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,Indokom Store,Jakarta Pusat,5
"Xiaomi Official Redmi 9A 2/32GB 6.53"" HD Mi Smartphone AI Face Unlock",1299000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,Xiaomi Official Store,Kab. Tangerang,5
Poco X3 Pro 6/128GB + 8/268GB Garansi Resmi,3435000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,duniagadgetku,Jakarta Barat,5
Samsung Galaxy A12 4/128 GB Garansi Resmi SEIN,2128000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,Gudang-HP,Jakarta Pusat,5
Xiaomi POCO X3 Pro Smartphone [8GB/256GB] Garansi Resmi,3833000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,jikalaku,Jakarta Pusat,5
Infinix Note 10 Pro NFC 6/64 GB + 8/128 GB Garansi Resmi,2499000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,duniagadgetku,Jakarta Barat,5
Xiaomi Redmi Note 10s 8/128 GB Garasni Resmi,3043000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,Gudang-HP,Jakarta Pusat,5
Infinix Note 10 Pro 8/128 GB Garansi Resmi,2733000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,Gudang-HP,Jakarta Pusat,5
Samsung Galaxy A02 3/32 GB Garansi Resmi SEIN,1478000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,Gudang-HP,Jakarta Pusat,5
Xiaomi Poco M3 Pro 5G 4/64GB + 6/128GB Garansi Resmi,2675000,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UNHAJp6_Hfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHZFiPcBWgZUEH_y7HAJFHArpoZFiyRCsUstdHAnDUMVj9RosQR-BUstposjX6AHaopjdoAK7Hpn76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peF_32z81O1z_Vvucod_BzVH1NE3_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19u6uVj7_Bz-H7Y1z_z68MPd_S2-HjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMx033O-HJY1e_uHuOjh3Bz-PJNIz9Bo1pV2__-z8Jh9z926uO2t_3OgP7NIu_Voq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7a_OH7oJOEZ_ovucrF_7zz8jOJ1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWR_c2C81O1e_o6ucDh_M2zoJNkZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHprNHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstpwe?page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flittlemaster%2Fhp-samsung-e1272-termurah-original-jadul-samsung-lipat-dual-sim-hitam%3Fsrc%3Dtopads&src=directory&t=desktop&dv=desktop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/21/83808d04-014e-49e0-ada2-8213b391f514.jpg.webp?ect=4g,duniagadgetku,Jakarta Barat,5
